ID,RIO,COORD- X,COORD- Y,PUNTO,AÑOS,Nivel 10,Nivel 9,Nivel 8,Nivel 7,Nivel 6,Nivel 5,Nivel 4,Nivel 3,Nivel 2,Nivel 1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col.1,Clasificar
1287,RIO BLANCO,-2.348055481,-72.15861072,P3,14/09/2020,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1288,RIO BLANCO,-2.3357779,-72.17000002,P4,20/09/2021,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1289,RIO ZAMORA,-3.408639284,-72.48350034,P1,20/09/2021,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1290,RIO ZAMORA,-3.377499845,-72.47661091,P2,20/09/2021,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1291,RIO BLANCO,-2.348055481,-72.15861072,P3,20/09/2021,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1292,RIO BLANCO,-2.3357779,-72.17000002,P4,25/09/2022,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1293,RIO ZAMORA,-3.408639284,-72.48350034,P1,25/09/2022,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1294,RIO ZAMORA,-3.377499845,-72.47661091,P2,25/09/2022,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1295,RIO BLANCO,-2.348055481,-72.15861072,P3,25/09/2022,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1296,RIO BLANCO,-2.3357779,-72.17000002,P4,30/09/2023,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1297,RIO ZAMORA,-3.408639284,-72.48350034,P1,30/09/2023,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1298,RIO ZAMORA,-3.377499845,-72.47661091,P2,30/09/2023,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1299,RIO BLANCO,-2.348055481,-72.15861072,P3,30/09/2023,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1300,RIO BLANCO,-2.3357779,-72.17000002,P4,11/02/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1301,RIO EL IDEAL,-3.430555511,-72.60305562,P5,11/02/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1302,RIO EL IDEAL,-3.36416697,-72.63805569,P6,11/02/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1303,RIO CUYES,-3.431389223,-72.61722239,P7,11/02/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1304,RIO CUYES,-3.463610962,-72.69277761,P8,16/02/2019,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1305,RIO EL IDEAL,-3.430555511,-72.60305562,P5,16/02/2019,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1306,RIO EL IDEAL,-3.36416697,-72.63805569,P6,16/02/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1307,RIO CUYES,-3.431389223,-72.61722239,P7,16/02/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1308,RIO CUYES,-3.463610962,-72.69277761,P8,19/02/2020,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1309,RIO EL IDEAL,-3.430555511,-72.60305562,P5,19/02/2020,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1310,RIO EL IDEAL,-3.36416697,-72.63805569,P6,19/02/2020,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1311,RIO CUYES,-3.431389223,-72.61722239,P7,19/02/2020,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1312,RIO CUYES,-3.463610962,-72.69277761,P8,23/02/2021,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1313,RIO EL IDEAL,-3.430555511,-72.60305562,P5,23/02/2021,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1314,RIO EL IDEAL,-3.36416697,-72.63805569,P6,23/02/2021,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1315,RIO CUYES,-3.431389223,-72.61722239,P7,23/02/2021,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1316,RIO CUYES,-3.463610962,-72.69277761,P8,25/02/2022,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1317,RIO EL IDEAL,-3.430555511,-72.60305562,P5,25/02/2022,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1318,RIO EL IDEAL,-3.36416697,-72.63805569,P6,25/02/2022,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1319,RIO CUYES,-3.431389223,-72.61722239,P7,25/02/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1320,RIO CUYES,-3.463610962,-72.69277761,P8,27/02/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1321,RIO EL IDEAL,-3.430555511,-72.60305562,P5,27/02/2023,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1322,RIO EL IDEAL,-3.36416697,-72.63805569,P6,27/02/2023,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1323,RIO CUYES,-3.431389223,-72.61722239,P7,27/02/2023,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1324,RIO CUYES,-3.463610962,-72.69277761,P8,09/06/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1325,RIO EL IDEAL,-3.430555511,-72.60305562,P5,09/06/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1326,RIO EL IDEAL,-3.36416697,-72.63805569,P6,09/06/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1327,RIO CUYES,-3.431389223,-72.61722239,P7,09/06/2018,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1328,RIO CUYES,-3.463610962,-72.69277761,P8,13/06/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1329,RIO EL IDEAL,-3.430555511,-72.60305562,P5,13/06/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1330,RIO EL IDEAL,-3.36416697,-72.63805569,P6,13/06/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1331,RIO CUYES,-3.431389223,-72.61722239,P7,13/06/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1332,RIO CUYES,-3.463610962,-72.69277761,P8,17/06/2020,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1333,RIO EL IDEAL,-3.430555511,-72.60305562,P5,17/06/2020,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1334,RIO EL IDEAL,-3.36416697,-72.63805569,P6,17/06/2020,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1335,RIO CUYES,-3.431389223,-72.61722239,P7,17/06/2020,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1336,RIO CUYES,-3.463610962,-72.69277761,P8,24/06/2021,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1337,RIO EL IDEAL,-3.430555511,-72.60305562,P5,24/06/2021,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1338,RIO EL IDEAL,-3.36416697,-72.63805569,P6,24/06/2021,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1339,RIO CUYES,-3.431389223,-72.61722239,P7,24/06/2021,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1340,RIO CUYES,-3.463610962,-72.69277761,P8,27/06/2022,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1341,RIO EL IDEAL,-3.430555511,-72.60305562,P5,27/06/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1342,RIO EL IDEAL,-3.36416697,-72.63805569,P6,27/06/2022,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1343,RIO CUYES,-3.431389223,-72.61722239,P7,27/06/2022,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1344,RIO CUYES,-3.463610962,-72.69277761,P8,29/06/2023,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1345,RIO EL IDEAL,-3.430555511,-72.60305562,P5,29/06/2023,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1346,RIO EL IDEAL,-3.36416697,-72.63805569,P6,29/06/2023,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1347,RIO CUYES,-3.431389223,-72.61722239,P7,29/06/2023,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1348,RIO CUYES,-3.463610962,-72.69277761,P8,05/10/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1349,RIO EL IDEAL,-3.430555511,-72.60305562,P5,05/10/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1350,RIO EL IDEAL,-3.36416697,-72.63805569,P6,05/10/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1351,RIO CUYES,-3.431389223,-72.61722239,P7,05/10/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1352,RIO CUYES,-3.463610962,-72.69277761,P8,10/10/2019,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1353,RIO EL IDEAL,-3.430555511,-72.60305562,P5,10/10/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1354,RIO EL IDEAL,-3.36416697,-72.63805569,P6,10/10/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1355,RIO CUYES,-3.431389223,-72.61722239,P7,10/10/2019,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1356,RIO CUYES,-3.463610962,-72.69277761,P8,18/10/2020,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1357,RIO EL IDEAL,-3.430555511,-72.60305562,P5,18/10/2020,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1358,RIO EL IDEAL,-3.36416697,-72.63805569,P6,18/10/2020,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1359,RIO CUYES,-3.431389223,-72.61722239,P7,18/10/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1360,RIO CUYES,-3.463610962,-72.69277761,P8,22/10/2021,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1361,RIO EL IDEAL,-3.430555511,-72.60305562,P5,22/10/2021,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1362,RIO EL IDEAL,-3.36416697,-72.63805569,P6,22/10/2021,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1363,RIO CUYES,-3.431389223,-72.61722239,P7,22/10/2021,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1364,RIO CUYES,-3.463610962,-72.69277761,P8,26/10/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1365,RIO EL IDEAL,-3.430555511,-72.60305562,P5,26/10/2022,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1366,RIO EL IDEAL,-3.36416697,-72.63805569,P6,26/10/2022,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1367,RIO CUYES,-3.431389223,-72.61722239,P7,26/10/2022,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1368,RIO CUYES,-3.463610962,-72.69277761,P8,30/10/2023,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1369,RIO EL IDEAL,-3.430555511,-72.60305562,P5,30/10/2023,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1370,RIO EL IDEAL,-3.36416697,-72.63805569,P6,30/10/2023,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1371,RIO CUYES,-3.431389223,-72.61722239,P7,30/10/2023,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1372,RIO CUYES,-3.463610962,-72.69277761,P8,03/03/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1373,RIO MORONA,-2.761944461,-77.51250024,P9,15/01/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1374,RIO MORONA,-2.784166423,-77.56500014,P10,12/02/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1375,RIO MORONA,-2.801666552,-77.62833375,P11,24/01/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1376,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,11/01/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1377,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,08/03/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1378,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,25/01/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1379,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,12/02/2018,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1380,RIO SANTIAGO,-3.043055551,-72.10916697,P16,12/02/2018,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1381,RIO SANTIAGO,-3.001111355,-77.85194454,P17,05/07/2018,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1382,RIO MORONA,-2.761944461,-77.51250024,P9,17/05/2018,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1383,RIO MORONA,-2.784166423,-77.56500014,P10,13/06/2018,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1384,RIO MORONA,-2.801666552,-77.62833375,P11,24/05/2018,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1385,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/05/2018,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1386,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/07/2018,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1387,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/05/2018,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1388,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,17/02/2019,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1389,RIO SANTIAGO,-3.043055551,-72.10916697,P16,17/02/2019,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1390,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/11/2018,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1391,RIO MORONA,-2.761944461,-77.51250024,P9,17/09/2018,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1392,RIO MORONA,-2.784166423,-77.56500014,P10,14/10/2018,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1393,RIO MORONA,-2.801666552,-77.62833375,P11,24/09/2018,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1394,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/09/2018,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1395,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/11/2018,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1396,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/09/2018,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1397,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,22/02/2020,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1398,RIO SANTIAGO,-3.043055551,-72.10916697,P16,22/02/2020,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1399,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/03/2019,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1400,RIO MORONA,-2.761944461,-77.51250024,P9,17/01/2019,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1401,RIO MORONA,-2.784166423,-77.56500014,P10,14/02/2019,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1402,RIO MORONA,-2.801666552,-77.62833375,P11,24/01/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1403,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/01/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1404,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/03/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1405,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/01/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1406,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,24/02/2021,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1407,RIO SANTIAGO,-3.043055551,-72.10916697,P16,24/02/2021,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1408,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/07/2019,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1409,RIO MORONA,-2.761944461,-77.51250024,P9,17/05/2019,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1410,RIO MORONA,-2.784166423,-77.56500014,P10,14/06/2019,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1411,RIO MORONA,-2.801666552,-77.62833375,P11,24/05/2019,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1412,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/05/2019,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1413,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/07/2019,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1414,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/05/2019,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1415,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,26/02/2022,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1416,RIO SANTIAGO,-3.043055551,-72.10916697,P16,26/02/2022,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1417,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/11/2019,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1418,RIO MORONA,-2.761944461,-77.51250024,P9,17/09/2019,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1419,RIO MORONA,-2.784166423,-77.56500014,P10,14/10/2019,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1420,RIO MORONA,-2.801666552,-77.62833375,P11,24/09/2019,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1421,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/09/2019,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1422,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/11/2019,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1423,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/09/2019,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1424,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,28/02/2023,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1425,RIO SANTIAGO,-3.043055551,-72.10916697,P16,28/02/2023,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1426,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/03/2020,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1427,RIO MORONA,-2.761944461,-77.51250024,P9,17/01/2020,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1428,RIO MORONA,-2.784166423,-77.56500014,P10,14/02/2020,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1429,RIO MORONA,-2.801666552,-77.62833375,P11,24/01/2020,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1430,RIO MUCHINKIN,-2.804722463,-77.79833348,P12,13/01/2020,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1431,RIO MUCHINKIN,-2.83527795,-77.76083336,P13,10/03/2020,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1432,RIO NAMANGOZA,-2.820555783,-72.2472225,P14,27/01/2020,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1433,RIO NAMANGOZA,-2.934166903,-72.25194443,P15,10/06/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1434,RIO SANTIAGO,-3.043055551,-72.10916697,P16,10/06/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1435,RIO SANTIAGO,-3.001111355,-77.85194454,P17,06/07/2020,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1436,RIO MORONA,-2.761944461,-77.51250024,P9,17/05/2020,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
