ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
1087,RIO SANGAY ,-1.851462835,-78.03750459,P2,2021//06/26,2021//06/26,19.98,7.42,8.43,48,3.85,0.873,3.89,"12,765",801,38.56,Mala,3
1088,RIO SANGAY ,-1.851462835,-78.03750459,P2,2021//12/02,2021//12/02,20.63,7.5,8.5,52.5,4.65,0.98,3.99,11.5,835,38.7,Mala,3
1089,RIO SANGAY ,-1.851462835,-78.03750459,P2,2022//01/28,2022//01/28,19.52,7.23,8.53,53.4,4.23,0.83,4.12,12.58,876,38.24,Mala,3
1090,RIO SANGAY ,-1.851462835,-78.03750459,P2,2022//06/29,2022//06/29,21.78,7.43,8.48,53.92,4.67,0.84,4.19,12.4,899,38.18,Mala,3
1091,RIO SANGAY ,-1.851462835,-78.03750459,P2,2022//12/03,2022//12/03,21.9,7.34,8.3,52.3,3.76,0.97,4.89,12.3,902,38.59,Mala,3
1092,RIO SANGAY ,-1.851462835,-78.03750459,P2,2023//05/07,2023//05/07,22.87,7.8,8.17,53.92,4.64,0.93,4.99,12.84,923,37.68,Mala,3
1093,RIO SANGAY ,-1.851462835,-78.03750459,P2,2018//01/07,2018//01/07,22.79,7.9,8.92,54.92,5.12,0.99,5.1,13.94,945,36.86,Mala,3
1094,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2018//05/11,2018//05/11,18.3,7.2,8.16,54.12,3.7,0.14,2.2,11.7,500,61.67,Regular,2
1095,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2018//10/20,2018//10/20,20.7,7.6,8,53.45,4.2,0.16,2.6,11,512,60.46,Regular,2
1096,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2019//02/15,2019//02/15,22.3,7.4,9.42,54.06,5.1,0.12,1.8,11.6,620,59.7,Regular,2
1097,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2019//07/21,2019//07/21,19.6,7.7,9.6,54.12,4.8,0.8,0.4,10.7,589,54.09,Regular,2
1098,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2019//12/09,2019//12/09,21.5,6.5,9.37,53.85,6.2,0.17,1.7,10.4,547,57.45,Regular,2
1099,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2020//01/12,2020//01/12,17.8,6.9,8.25,54.12,5.9,0.11,1.6,10.6,632,59.76,Regular,2
1100,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2020//06/12,2020//06/12,20.7,6.2,8.4,53.65,3.9,0.17,1.5,10.8,654,58.32,Regular,2
1101,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2020//12/13,2020//12/13,19.3,7.5,9.13,53.69,4.8,0.23,1.4,11.5,687,58.58,Regular,2
1102,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2021//01/13,2021//01/13,19.6,6.5,9.2,83,4.5,0.07,1.4,10.8,620,60.08,Regular,2
1103,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2021//06/02,2021//06/02,21.1,7.2,8.6,81,6.1,0.03,1.9,11.5,630,60.37,Regular,2
1104,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2021//12/01,2021//12/01,20.2,6.3,9.1,65,5.3,0.07,2,11.3,641,58.3,Regular,2
1105,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2022//01/17,2022//01/17,20.3,6.9,9.6,79,4.6,0.08,1.2,11.9,520,60.56,Regular,2
1106,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2022//06/11,2022//06/11,20.7,7.1,9.9,72,3.8,0.01,1.1,11.4,725,61.59,Regular,2
1107,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2022//12/08,2022//12/08,19.7,7.2,9.4,80,3.5,0.09,1.5,12,735,60.86,Regular,2
1108,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2023//05/08,2023//05/08,20.98,7.5,10.1,132,5.2,0.3,1.69,17,741,52.26,Regular,2
1109,RIO TUNA CHIGUAZA,-1.869055946,-77.94005525,P1,2018//01/07,2018//01/07,20.34,6.8,11.35,148,6.3,0.22,2.02,11,752,54.39,Regular,2
1110,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2018//05/11,2018//05/11,20.61,7.2,9.67,124,5.7,0.18,2.47,12,753,57.11,Regular,2
1111,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2018//10/20,2018//10/20,21.9,6.8,8.9,78,5.2,0.06,1.8,10.2,741,60.37,Regular,2
1112,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2019//02/15,2019//02/15,20.9,6.1,9.5,79,4.7,0.8,1.7,11.3,789,50.28,Regular,2
1113,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2019//07/21,2019//07/21,21.6,6.6,9.6,73,3.7,0.06,1.6,11.7,761,59.51,Regular,2
1114,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2019//12/09,2019//12/09,20.4,6.1,9.9,80,5.6,0.7,1,10.6,741,50.46,Regular,2
1115,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2020//01/12,2020//01/12,20.9,6.4,9.6,83,3.6,0.09,1.9,10.9,825,58.98,Regular,2
1116,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2020//06/12,2020//06/12,20,6.5,8.6,68,4.2,0.6,1.9,10.8,841,53.53,Regular,2
1117,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2020//12/13,2020//12/13,21.6,6.4,9.04,70,5.1,0.09,1.2,11.9,863,57.34,Regular,2
1118,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2021//01/13,2021//01/13,21,6.7,9.6,69,3.7,0.8,1,11.7,879,52.22,Regular,2
1119,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2021//06/02,2021//06/02,20,7,9.6,79,4.9,0.8,1.5,10.4,814,53.15,Regular,2
1120,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2021//12/01,2021//12/01,25.6,7.9,9.8,80,5.3,0.09,1.6,10.3,836,58.66,Regular,2
1121,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2022//01/17,2022//01/17,20.4,6.8,8.4,84,4.5,0.06,1.8,9.9,974,60.78,Regular,2
1122,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2022//06/11,2022//06/11,21.9,7.2,9.3,72,3.5,0.07,1.1,10.3,526,63.1,Regular,2
1123,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2022//12/08,2022//12/08,21.6,6.2,8.6,69,5.2,0.02,1.9,11.3,524,59.29,Regular,2
1124,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2023//05/08,2023//05/08,20.5,6.4,9.1,72,6.3,0.09,2,10.8,745,57.3,Regular,2
1125,RIO TUNA CHIGUAZA,-1.949221981,-78.00941636,P2,2018//01/09,2018//01/09,26.93,6.9,12,81,5.7,0.23,0.98,16,782,48.41,Mala,3
1126,RIO PALORA,-37.91937226,108.9529115,P1,2018//05/23,2018//05/23,21.6,6.7,8.4,68,5.2,0.09,1,10.9,741,60.9,Regular,2
1127,RIO PALORA,-37.91937226,108.9529115,P1,2018//09/07,2018//09/07,18.3,7.2,8.16,54.12,4.7,0.14,2.2,11.7,520,60.58,Regular,2
1128,RIO PALORA,-37.91937226,108.9529115,P1,2019//01/09,2019//01/09,21.73,7.4,13.07,91,3.7,0.29,1.41,14,560,50.98,Regular,2
1129,RIO PALORA,-37.91937226,108.9529115,P1,2019//05/23,2019//05/23,21.02,7.1,10.49,125,5.6,0.17,1.89,13,980,55.35,Regular,2
1130,RIO PALORA,-37.91937226,108.9529115,P1,2019//09/07,2019//09/07,20.01,7.3,11.54,103,3.6,0.32,2.18,16,942,51.86,Regular,2
1131,RIO PALORA,-37.91937226,108.9529115,P1,2020//01/09,2020//01/09,20.29,7,9.96,138,4.2,0.24,1.32,15,951,54.65,Regular,2
1132,RIO PALORA,-37.91937226,108.9529115,P1,2020//05/23,2020//05/23,20.79,7.5,12.45,107,4.5,0.2,2.05,11,963,52.35,Regular,2
1133,RIO PALORA,-37.91937226,108.9529115,P1,2020//09/07,2020//09/07,20.47,6.9,10.32,146,6.1,0.27,1.62,17,974,50.8,Regular,2
1134,RIO PALORA,-37.91937226,108.9529115,P1,2021//01/09,2021//01/09,21.38,7.2,11.98,95,5.3,0.23,1.33,12,961,50.69,Regular,2
1135,RIO PALORA,-37.91937226,108.9529115,P1,2021//05/23,2021//05/23,20.92,7.4,9.54,128,4.6,0.31,2.37,14,987,53.79,Regular,2
1136,RIO PALORA,-37.91937226,108.9529115,P1,2021//09/07,2021//09/07,20.99,7.1,13.18,99,3.8,0.15,1.48,13,540,53.68,Regular,2
1137,RIO PALORA,-37.91937226,108.9529115,P1,2022//01/09,2022//01/09,20.79,7.3,10.88,144,5.1,0.26,1.78,15,589,54.08,Regular,2
1138,RIO PALORA,-37.91937226,108.9529115,P1,2022//05/23,2022//05/23,20.21,6.8,12.73,102,3.7,0.35,2.29,11,862,40.93,Mala,3
1139,RIO PALORA,-37.91937226,108.9529115,P1,2022//09/07,2022//09/07,21.21,7.5,9.73,117,4.9,0.34,1.21,16,574,53.35,Regular,2
1140,RIO PALORA,-37.91937226,108.9529115,P1,2023//01/09,2023//01/09,20.64,7,11.22,93,5.3,0.31,2.16,17,620,51.38,Regular,2
1141,RIO PALORA,-1.86807317,-77.83047474,P2,2018//05/23,2018//05/23,21.29,7.4,10.14,133,4.5,0.24,2.42,13,654,56.46,Regular,2
1142,RIO PALORA,-1.86807317,-77.83047474,P2,2018//09/07,2018//09/07,20.47,6.9,10.32,146,3.5,1.01,1.62,17,689,48.96,Mala,3
1143,RIO PALORA,-1.86807317,-77.83047474,P2,2019//01/09,2019//01/09,21.38,7.2,11.98,95,5.2,0.23,1.33,12,632,51.76,Regular,2
1144,RIO PALORA,-1.86807317,-77.83047474,P2,2019//05/23,2019//05/23,20.92,7.4,9.54,128,6.3,0.31,2.37,14,871,52.69,Regular,2
1145,RIO PALORA,-1.86807317,-77.83047474,P2,2019//09/07,2019//09/07,20.99,7.1,13.18,99,5.7,0.15,1.48,13,845,51.2,Regular,2
1146,RIO PALORA,-1.86807317,-77.83047474,P2,2020//01/09,2020//01/09,20.79,7.3,10.88,144,5.2,0.26,1.78,15,865,53.06,Regular,2
1147,RIO PALORA,-1.86807317,-77.83047474,P2,2020//05/23,2020//05/23,20.21,6.8,12.73,102,4.7,0.35,2.29,11,698,49.76,Mala,3
1148,RIO PALORA,-1.86807317,-77.83047474,P2,2020//09/07,2020//09/07,20.8,6.1,9.4,79,3.7,0.3,1.6,10.4,95,59.83,Regular,2
1149,RIO PALORA,-1.86807317,-77.83047474,P2,2021//01/09,2021//01/09,21.8,6.7,9.9,89,5.6,0.06,1.5,10.6,2300,55.56,Regular,2
1150,RIO PALORA,-1.86807317,-77.83047474,P2,2021//05/23,2021//05/23,19.6,6.5,9.2,83,4.2,0.7,1.4,10.8,2489,49.94,Mala,3
1151,RIO PALORA,-1.86807317,-77.83047474,P2,2021//09/07,2021//09/07,21.1,7.2,8.6,81,5.1,0.03,1.9,11.5,2458,56.95,Regular,2
1152,RIO PALORA,-1.86807317,-77.83047474,P2,2022//01/09,2022//01/09,20.2,6.3,9.1,65,4.8,0.07,2,11.3,2478,54.93,Regular,2
1153,RIO PALORA,-1.86807317,-77.83047474,P2,2022//05/23,2022//05/23,20.3,6.9,9.6,79,6.2,0.8,1.2,11.9,987,50.49,Regular,2
1154,RIO PALORA,-1.86807317,-77.83047474,P2,2022//09/07,2022//09/07,21.6,6.5,8.3,85,5.9,0.83,1.3,10.3,961,51.03,Regular,2
1155,RIO PALORA,-1.86807317,-77.83047474,P2,2023//01/09,2023//01/09,20.8,7,9.3,79,3.9,0.09,1.4,10.6,967,60.54,Regular,2
1156,RIO PALORA,-1.86807317,-77.83047474,P2,2023//01/10,2023//01/10,20.5,7.6,8.6,80,5.8,0.09,1.7,11.8,2489,55.97,Regular,2
1157,RIO PASTAZA,-1.661361184,-77.96427776,P1,2018//01/11,2018//01/11,25,6.5,8.1,71,3.4,0.05,5.2,11.9,948,51.02,Regular,2
1158,RIO PASTAZA,-1.677166645,-72.01886132,P2,2018//04/05,2018//04/05,20.5,7.6,8.4,70,5.5,0.06,0.29,11.6,1896,57.12,Regular,2
1159,RIO PASTAZA,-1.661361184,-77.96427776,P1,2018//04/10,2018//04/10,20.2,7.9,8.4,60,4.6,0.05,4.6,10.9,1845,58.67,Regular,2
1160,RIO PASTAZA,-1.677166645,-72.01886132,P2,2018//08/04,2018//08/04,20.4,6.8,7.3,100,5.4,0.08,3.4,13.4,945,56.08,Regular,2
1161,RIO PASTAZA,-1.661361184,-77.96427776,P1,2018//08/08,2018//08/08,19.9,7,6.9,79,6.4,0.04,6,14.6,1000,54.41,Regular,2
1162,RIO PASTAZA,-1.677166645,-72.01886132,P2,2018//12/02,2018//12/02,21.6,7.1,6.4,69,6.2,0.05,5.6,10,2048,54.96,Regular,2
1163,RIO PASTAZA,-1.661361184,-77.96427776,P1,2018//12/06,2018//12/06,20,6.8,7.4,74,6.1,0.09,1.4,10.9,723,57.45,Regular,2
1164,RIO PASTAZA,-1.677166645,-72.01886132,P2,2019//02/09,2019//02/09,20.9,6.9,6.6,69,6.3,0.03,1.3,11.5,658,57.53,Regular,2
1165,RIO PASTAZA,-1.661361184,-77.96427776,P1,2019//02/10,2019//02/10,20.5,7,8.9,96,5.2,0.9,6,10.6,1000,52.36,Regular,2
1166,RIO PASTAZA,-1.677166645,-72.01886132,P2,2019//06/05,2019//06/05,20.6,7.5,7.6,76,5.9,0.06,4.6,15,1878,54.1,Regular,2
1167,RIO PASTAZA,-1.661361184,-77.96427776,P1,2019//06/08,2019//06/08,19.8,7,8.2,73,5.4,0.4,5.2,11.7,2245,51.54,Regular,2
1168,RIO PASTAZA,-1.677166645,-72.01886132,P2,2019//10/01,2019//10/01,20.7,6.4,8.6,64,5.7,0.9,1.2,14,987,48.59,Mala,3
1169,RIO PASTAZA,-1.661361184,-77.96427776,P1,2019//10/06,2019//10/06,25,7.3,8.9,78,3.5,0.04,2.8,11.6,1000,60.95,Regular,2
1170,RIO PASTAZA,-1.677166645,-72.01886132,P2,2020//01/09,2020//01/09,19.5,7.5,7.6,73,3.7,0.08,3.5,10.7,1624,58.75,Regular,2
1171,RIO PASTAZA,-1.661361184,-77.96427776,P1,2020//01/04,2020//01/04,20.8,6.1,8,79,3.5,0.3,4.1,12.9,1635,51.56,Regular,2
1172,RIO PASTAZA,-1.677166645,-72.01886132,P2,2020//04/07,2020//04/07,21.8,7.5,6.8,89,4.5,0.06,3.9,10.6,2489,56.43,Regular,2
1173,RIO PASTAZA,-1.661361184,-77.96427776,P1,2020//04/02,2020//04/02,21.3,6.5,7.5,83,3.9,0.07,3.2,14.6,2500,53.58,Regular,2
1174,RIO PASTAZA,-1.677166645,-72.01886132,P2,2020//08/06,2020//08/06,21.1,7.2,8.6,81,3.5,0.08,5.1,11.5,745,61.3,Regular,2
1175,RIO PASTAZA,-1.661361184,-77.96427776,P1,2020//08/09,2020//08/09,20.2,7.2,8.3,65,3.8,0.07,6,13.5,894,59.1,Regular,2
1176,RIO PASTAZA,-1.677166645,-72.01886132,P2,2020//12/10,2020//12/10,20.3,6.9,7.8,79,3.9,0.08,5.3,11.9,800,59.44,Regular,2
1177,RIO PASTAZA,-1.661361184,-77.96427776,P1,2020//12/04,2020//12/04,20.7,7.1,6.6,72,4.8,0.01,5.7,11.8,978,57.74,Regular,2
1178,RIO PASTAZA,-1.677166645,-72.01886132,P2,2021//02/09,2021//02/09,26.5,7.2,7.1,60,4.1,0.09,6,12,1058,58.91,Regular,2
1179,RIO PASTAZA,-1.661361184,-77.96427776,P1,2021//02/07,2021//02/07,19.9,6.7,6.8,69,4.7,0.03,5.1,12.1,1048,56.53,Regular,2
1180,RIO PASTAZA,-1.677166645,-72.01886132,P2,2021//06/06,2021//06/06,20.3,6.7,6.5,75,4.9,0.4,4.2,10.9,2345,49.63,Mala,3
1181,RIO PASTAZA,-1.661361184,-77.96427776,P1,2021//06/03,2021//06/03,21,6.7,7.6,83,4.5,0.09,5.1,10.7,1597,57.01,Regular,2
1182,RIO PASTAZA,-1.677166645,-72.01886132,P2,2021//10/04,2021//10/04,21.6,7.2,8.5,81,5.1,0.5,2,11.5,2478,51.71,Regular,2
1183,RIO PASTAZA,-1.661361184,-77.96427776,P1,2021//10/02,2021//10/02,20,7.4,8.2,69,5.3,0.08,5.9,10.7,1079,59.06,Regular,2
1184,RIO PASTAZA,-1.677166645,-72.01886132,P2,2022//02/09,2022//02/09,20.7,7.6,8.6,100,5.9,0.9,4.8,10.6,896,51.82,Regular,2
1185,RIO PASTAZA,-1.661361184,-77.96427776,P1,2022//02/06,2022//02/06,23.2,6.9,7.5,83,4.7,0.03,5.3,14.6,1025,57.15,Regular,2
1186,RIO PASTAZA,-1.677166645,-72.01886132,P2,2022//06/09,2022//06/09,21.6,7.1,6.5,86,3.6,0.6,2.4,11.5,739,53.07,Regular,2
1187,RIO PASTAZA,-1.661361184,-77.96427776,P1,2022//06/07,2022//06/07,27,7.4,8.4,60,4.9,0.07,3.2,12.4,678,60.18,Regular,2
1188,RIO PASTAZA,-1.677166645,-72.01886132,P2,2022//10/06,2022//10/06,21.9,6.8,8.9,78,5.8,0.06,1.3,10.2,912,59.6,Regular,2
1189,RIO PASTAZA,-1.661361184,-77.96427776,P1,2022//10/03,2022//10/03,20.9,6.1,6.6,79,6.2,0.8,5.4,11.3,1001,48.17,Mala,3
1190,RIO PASTAZA,-1.677166645,-72.01886132,P2,2023//02/08,2023//02/08,21.6,7.9,7.2,69,6.4,0.06,4.8,11.7,945,56.87,Regular,2
1191,RIO PASTAZA,-1.661361184,-77.96427776,P1,2023//02/05,2023//02/05,20.4,6.9,7.5,80,5.6,0.7,1,10.6,931,52,Regular,2
1192,RIO PASTAZA,-1.677166645,-72.01886132,P2,2023//01/02,2023//01/02,24,7.5,6.9,83,5.1,0.09,5.7,11.9,1569,56.54,Regular,2
1193,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2018//01/06,2018//01/06,26,6.8,8.6,68,6.1,0.6,4.3,12.7,1899,49.37,Mala,3
1194,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2018//04/08,2018//04/08,21.6,7.5,8.5,70,4.9,0.09,2.3,11.9,846,59.93,Regular,2
1195,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2018//04/02,2018//04/02,21,6.7,7.6,69,3.6,0.8,5.9,11.7,1923,49.82,Mala,3
1196,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2018//08/07,2018//08/07,23,7,7.1,79,4.6,0.8,4.6,13.9,2456,47.97,Mala,3
1197,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2018//08/03,2018//08/03,25.6,7.9,8.6,80,6.2,0.09,5.3,10.3,2378,55.87,Regular,2
1198,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2018//12/03,2018//12/03,20.4,6.8,8.4,84,6.5,0.06,4.9,12.7,925,58.24,Regular,2
1199,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2018//12/09,2018//12/09,21.9,7.2,7.2,72,5.6,0.07,3.6,10.3,1008,58.73,Regular,2
1200,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2019//02/03,2019//02/03,25.1,7.9,8.6,69,5.1,0.02,5.9,11.3,978,59.66,Regular,2
1201,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2019//02/06,2019//02/06,20.5,7.4,6.9,72,4.2,0.08,2.9,10.8,999,58.9,Regular,2
1202,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2019//06/03,2019//06/03,23.5,7.6,8.6,76,5.9,0.09,2.7,13.5,1100,57.95,Regular,2
1203,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2019//06/09,2019//06/09,21,6.9,6.7,79,5.2,0.07,2.5,11.4,1256,56.48,Regular,2
1204,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2019//10/12,2019//10/12,20.9,7,8.6,71,4.9,0.05,3.6,13.9,894,58.54,Regular,2
1205,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2019//10/11,2019//10/11,26.9,7.9,8.1,110,4.3,0.5,3.9,11.9,698,54.86,Regular,2
1206,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2020//01/01,2020//01/01,26.5,7.3,7.8,78,5.3,0.07,5.6,13.4,1648,56.55,Regular,2
1207,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2020//01/09,2020//01/09,19.7,7.4,7.2,88,5.4,0.08,4.1,13.7,891,56.52,Regular,2
1208,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2020//04/12,2020//04/12,20.8,7.8,7.9,84,3.9,0.01,5.1,13.2,1625,57.84,Regular,2
1209,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2020//04/15,2020//04/15,21.4,6.9,6.8,89,3.7,0.09,4.8,13.4,1845,55.08,Regular,2
1210,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2020//08/09,2020//08/09,20.7,6.7,6.2,82,6.5,0.04,5.3,10.3,539,56.63,Regular,2
1211,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2020//08/07,2020//08/07,20.1,7.6,8.4,73,3.6,0.8,5,14.6,1948,49.65,Mala,3
1212,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2020//12/12,2020//12/12,21.6,6.5,8.3,85,3.9,1,5.1,12.5,769,50.74,Regular,2
1213,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2020//12/10,2020//12/10,20.8,7,8.5,79,4.5,0.09,3.6,10.6,945,60.3,Regular,2
1214,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2021//02/08,2021//02/08,20.5,7.6,8.6,97,4.2,0.04,3.9,11.8,978,60.38,Regular,2
1215,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2021//02/06,2021//02/06,21.5,7.1,7.5,65,6.5,0.06,5.1,14.2,924,55.84,Regular,2
1216,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2021//06/12,2021//06/12,20,7.2,8.6,64,6.1,0.03,5.9,10.4,789,60.13,Regular,2
1217,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2021//06/15,2021//06/15,21,6.2,8.9,79,4.2,1,0.89,11.9,1000,49.9,Mala,3
1218,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2021//10/07,2021//10/07,21.6,6.7,8.4,68,6.4,0.09,3,10.9,2048,55.41,Regular,2
1219,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2021//10/05,2021//10/05,20,8,7.4,84,4.8,0.02,4.6,11.7,2169,56.26,Regular,2
1220,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2022//02/06,2022//02/06,20.6,6.8,6.5,72,5.1,0.07,6,13.5,756,55.58,Regular,2
1221,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2022//02/03,2022//02/03,19.9,7.4,6.3,79,5.7,0.02,3.8,10.9,793,57.5,Regular,2
1222,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2022//06/11,2022//06/11,19.6,6.7,8,62,4.6,0.09,5.4,14.4,922,56.36,Regular,2
1223,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2022//06/20,2022//06/20,23.5,6.9,8.6,76,3.6,0.09,4.9,14.6,1564,56.65,Regular,2
1224,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2022//10/10,2022//10/10,27,7,8.1,73,6.3,0.7,4.5,11.6,1568,50.31,Regular,2
1225,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2022//10/15,2022//10/15,20.9,7.9,8.6,80,3.4,0.08,3.5,13.5,2500,56.43,Regular,2
1226,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2023//02/16,2023//02/16,20.4,6.9,8.5,86,5.8,0.5,1.9,11.1,956,53.43,Regular,2
1227,RIO CHIWIAS,-1.939916842,-78.03994485,P1,2023//02/04,2023//02/04,21.5,6.9,8.2,73,6.1,0.08,4,12.1,1056,57.29,Regular,2
1228,RIO CHIWIAS,-1.945916723,-78.01430531,P2,2018//01/07,2018//01/07,21,7.1,8.6,90,5.9,1,4.3,11.5,1018,50.63,Regular,2
1229,RIO ZAMORA,-3.408639284,-78.48350034,P1,2018//01/07,2018//01/07,21.3,8,6.7,66,6.1,0.07,5.5,10,2500,54.41,Regular,2
1230,RIO ZAMORA,-3.377499845,-78.47661091,P2,2018//01/07,2018//01/07,19.5,6.6,7,100,3.9,0.89,0.39,11,2356,48.3,Mala,3
1231,RIO BLANCO,-2.348055481,-78.15861072,P3,2018//01/07,2018//01/07,20.1,7.1,8.5,95,4.6,0.01,0.56,14,500,60.97,Regular,2
1232,RIO BLANCO,-2.3357779,-78.17000002,P4,2019//01/13,2019//01/13,20.8,6.9,6.1,83,5.6,0.65,4,12,2476,46.37,Mala,3
1233,RIO ZAMORA,-3.408639284,-78.48350034,P1,2019//01/13,2019//01/13,25,7.3,7.3,99,6.5,0.41,4.6,13,682,52.84,Regular,2
1234,RIO ZAMORA,-3.377499845,-78.47661091,P2,2019//01/13,2019//01/13,24.8,6.5,8.8,47,4.9,0.79,5.2,14,739,50.1,Regular,2
1235,RIO BLANCO,-2.348055481,-78.15861072,P3,2019//01/13,2019//01/13,19.9,8,6.5,76,5.1,0.99,3.7,15,1856,45.58,Mala,3
1236,RIO BLANCO,-2.3357779,-78.17000002,P4,2020//01/19,2020//01/19,20.7,7.3,7.3,67,4.5,1.01,3.9,10,1784,50.29,Regular,2
1237,RIO ZAMORA,-3.408639284,-78.48350034,P1,2020//01/19,2020//01/19,21,7.1,7.9,87,3.9,1,0.99,11,2500,50.02,Regular,2
1238,RIO ZAMORA,-3.377499845,-78.47661091,P2,2020//01/19,2020//01/19,21.9,8,6,97,4.7,0.83,0.49,15,1838,46.18,Mala,3
1239,RIO BLANCO,-2.348055481,-78.15861072,P3,2020//01/19,2020//01/19,25.4,6.8,7.5,106,5.9,0.99,6,14,1743,47.11,Mala,3
1240,RIO BLANCO,-2.3357779,-78.17000002,P4,2021//01/23,2021//01/23,21.6,7.6,7.9,101,6.1,0.34,0.23,10,1500,53.86,Regular,2
1241,RIO ZAMORA,-3.408639284,-78.48350034,P1,2021//01/23,2021//01/23,29.5,6.6,6.9,79,5.2,0.09,0.55,13,2194,54.74,Regular,2
1242,RIO ZAMORA,-3.377499845,-78.47661091,P2,2021//01/23,2021//01/23,23.9,8,8.9,98,6,0.21,0.87,15,753,54.89,Regular,2
1243,RIO BLANCO,-2.348055481,-78.15861072,P3,2021//01/23,2021//01/23,20,7.5,8,92,6.4,1,0.94,12,928,50.19,Regular,2
1244,RIO BLANCO,-2.3357779,-78.17000002,P4,2022//01/26,2022//01/26,19.8,6.9,7.1,83,5,1.01,4,14,1873,46.86,Mala,3
1245,RIO ZAMORA,-3.408639284,-78.48350034,P1,2022//01/26,2022//01/26,21.5,8,7.6,74,6.2,0.84,4.6,12,1782,68.48,Mala,3
1246,RIO ZAMORA,-3.377499845,-78.47661091,P2,2022//01/26,2022//01/26,24.6,7.9,8.2,95,5.4,0.55,5.1,13,1853,50.56,Regular,2
1247,RIO BLANCO,-2.348055481,-78.15861072,P3,2022//01/26,2022//01/26,22.6,7.3,7.9,110,6,0.99,6,15,2356,46.38,Mala,3
