ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
925,RIO ZAMORA,-3.000000127,-78.2211111,P3,2022//01/09,2022//01/09,21.51,7.2,6.9,63,6.4,0.5,2.18,14,1175,50.09,Regular,2
926,RIO ZAMORA,-3.000000127,-78.2211111,P1,2022//05/23,2022//05/23,23.65,6.8,8.7,79,4.8,0.82,1.32,13,506,52.58,Regular,2
927,RIO ZAMORA,-3.000000127,-78.2211111,P2,2022//09/07,2022//09/07,26.62,7.3,7.3,106,3.8,0.77,2.05,12,1081,52.82,Regular,2
928,RIO ZAMORA,-3.000000127,-78.2211111,P3,2023//01/09,2023//01/09,20.01,7.4,7.6,69,3.6,0.51,1.62,13,1183,53.4,Regular,2
929,RIO ZAMORA,-3.000000127,-78.2211111,P1,2018//01/09,2018//01/09,24.03,6.5,6.8,50,6.1,0.26,1.33,11,1341,52.78,Regular,2
930,RIO ZAMORA,-3.146666613,-78.41888904,P1,2018//05/23,2018//05/23,22.53,6.9,6.7,108,4.3,0.66,2.37,15,733,50.7,Regular,2
931,RIO ZAMORA,-3.146666613,-78.41888904,P2,2018//09/07,2018//09/07,19.83,7.8,7.1,97,3.8,0.31,1.48,13,1338,53.47,Regular,2
932,RIO ZAMORA,-3.146666613,-78.41888904,P3,2019//01/09,2019//01/09,26.37,7.2,6.8,107,4.6,0.64,1.78,10,988,53.85,Regular,2
933,RIO ZAMORA,-3.146666613,-78.41888904,P1,2019//05/23,2019//05/23,25.25,7.4,8.1,85,6,0.18,2.29,10,1376,57.38,Regular,2
934,RIO ZAMORA,-3.146666613,-78.41888904,P2,2019//09/07,2019//09/07,21.2,7.9,8,65,5.9,0.88,1.21,15,1056,49.09,Mala,3
935,RIO ZAMORA,-3.146666613,-78.41888904,P3,2020//01/09,2020//01/09,23.33,7.8,7.5,80,6.4,0.69,2.16,12,1266,50.5,Regular,2
936,RIO ZAMORA,-3.146666613,-78.41888904,P1,2020//05/23,2020//05/23,19.77,6.9,8.8,96,4.1,0.38,1.27,14,2099,51.87,Regular,2
937,RIO ZAMORA,-3.146666613,-78.41888904,P2,2020//09/07,2020//09/07,24.71,7.7,7.8,87,5.3,0.76,1.96,12,631,53.18,Regular,2
938,RIO ZAMORA,-3.146666613,-78.41888904,P3,2021//01/09,2021//01/09,20.33,7.3,8.9,74,6.1,0.83,2.42,13,1991,48.92,Mala,3
939,RIO ZAMORA,-3.146666613,-78.41888904,P1,2021//05/23,2021//05/23,26.16,7.7,6.2,55,3.7,0.59,1.68,14,1449,50.86,Regular,2
940,RIO ZAMORA,-3.146666613,-78.41888904,P2,2021//09/07,2021//09/07,23.55,7.5,8.4,90,5,0.02,1.43,11,1227,60.24,Regular,2
941,RIO ZAMORA,-3.146666613,-78.41888904,P3,2022//01/09,2022//01/09,21.99,7.5,7.8,104,4.1,0.74,2.24,10,828,54.63,Regular,2
942,RIO ZAMORA,-3.146666613,-78.41888904,P1,2022//05/23,2022//05/23,25.69,7.5,6.7,110,5.3,0.81,2.08,13,981,50.73,Regular,2
943,RIO ZAMORA,-3.146666613,-78.41888904,P2,2022//09/07,2022//09/07,22.81,7.2,6.1,75,6.3,0.3,1.36,11,1909,51.23,Regular,2
944,RIO ZAMORA,-3.146666613,-78.41888904,P3,2023//01/09,2023//01/09,27,7.2,7.5,52,6.2,0.34,1.81,14,1369,51.95,Regular,2
945,RIO ZAMORA,-3.146666613,-78.41888904,P1,2018//02/10,2018//02/10,19.5,7.8,6.7,63,5.4,0.23,2.12,10,1173,55.39,Regular,2
946,RIO INDANZA,-3.25769202,-78.46099206,P1,2018//02/11,2018//02/11,19.2,7.9,9.12,67,0.1,0.03,0.76,11.8,21,76.46,Buena,1
947,RIO INDANZA,-3.057216343,-78.35724514,P2,2018//03/20,2018//03/20,20.1,6.9,9.12,73,0.2,0.06,0.76,10.2,32,76.3,Buena,1
948,RIO ZAMORA,-3.142794444,-78.41257068,P1,2018//03/21,2018//03/21,20.34,6.9,9.22,86,0.3,0.07,0.97,10.9,76,74.93,Buena,1
949,RIO ZAMORA,-3.25769202,-78.46099206,P2,2018//06/15,2018//06/15,23.5,7.9,9.12,96,0.4,0.4,0.77,11.34,89,66.24,Regular,2
950,RIO INDANZA,-3.25769202,-78.46099206,P1,2018//06/16,2018//06/16,22.5,7.9,9.12,116,0.5,0.29,0.89,12.25,67,67.22,Regular,2
951,RIO INDANZA,-3.057216343,-78.35724514,P2,2018//06/24,2018//06/24,22.6,7.2,9.22,126,0.6,0.02,0.93,9.33,56,74.71,Buena,1
952,RIO ZAMORA,-3.142794444,-78.41257068,P1,2018//06/15,2018//06/15,21.5,6.8,9.32,116,0.7,0.07,1.2,8.77,54,74,Buena,1
953,RIO ZAMORA,-3.25769202,-78.46099206,P2,2018//07/16,2018//07/16,20.5,7.1,9.32,116,0.8,0.09,1.2,9.12,45,74.11,Buena,1
954,RIO INDANZA,-3.25769202,-78.46099206,P1,2018//07/17,2018//07/17,20.7,6.9,9.42,86,0.9,0.3,1.7,10.12,76,68.71,Regular,2
955,RIO INDANZA,-3.057216343,-78.35724514,P2,2018//07/22,2018//07/22,21.5,6.9,9.12,90,0.1,0.29,1.2,11.22,98,68.37,Regular,2
956,RIO ZAMORA,-3.142794444,-78.41257068,P1,2018//07/23,2018//07/23,23.5,7.2,9.22,93,0.9,0.02,1.2,10.74,89,72.08,Buena,1
957,RIO ZAMORA,-3.25769202,-78.46099206,P2,2018//10/12,2018//10/12,19.5,7.4,9.12,102,0.1,0.01,1.1,11.24,34,76.4,Buena,1
958,RIO INDANZA,-3.25769202,-78.46099206,P1,2018//10/13,2018//10/13,22.5,7.1,9.02,110,0.4,0.04,1.2,12.2,67,74.04,Buena,1
959,RIO INDANZA,-3.057216343,-78.35724514,P2,2018//11/16,2018//11/16,21.5,6.8,9.02,115,0.2,0.16,0.71,11.8,76,70.28,Buena,1
960,RIO ZAMORA,-3.142794444,-78.41257068,P1,2018//11/17,2018//11/17,21.5,6.7,9.12,99,0.2,0.22,0.92,10.6,89,69.68,Regular,2
961,RIO ZAMORA,-3.25769202,-78.46099206,P2,2019//02/10,2019//02/10,23.5,6.9,9.3,87,0.1,0.08,1.3,10.5,80,72.48,Buena,1
962,RIO INDANZA,-3.25769202,-78.46099206,P1,2019//02/11,2019//02/11,23.8,7.5,9.13,82,0.12,0.05,0.74,11.82,64,73.56,Buena,1
963,RIO INDANZA,-3.057216343,-78.35724514,P2,2019//03/20,2019//03/20,22.8,6.5,9.23,72,0.22,0.05,0.75,10.5,46,72.34,Buena,1
964,RIO ZAMORA,-3.142794444,-78.41257068,P1,2019//03/21,2019//03/21,22.8,6.5,9.23,82,0.32,0.02,0.96,10.5,34,73.34,Buena,1
965,RIO ZAMORA,-3.25769202,-78.46099206,P2,2019//06/15,2019//06/15,21.8,7.5,9.13,92,0.42,0.41,0.74,11.35,23,68.64,Regular,2
966,RIO INDANZA,-3.25769202,-78.46099206,P1,2019//06/16,2019//06/16,21.8,7.7,9.13,112,0.52,0.21,0.84,12.22,35,71.89,Buena,1
967,RIO INDANZA,-3.057216343,-78.35724514,P2,2019//06/24,2019//06/24,21.8,7.5,9.23,122,0.62,0.08,0.93,9.33,23,76.7,Buena,1
968,RIO ZAMORA,-3.142794444,-78.41257068,P1,2019//06/15,2019//06/15,22.8,6.9,9.33,112,0.72,0.08,1.12,8.75,76,73.22,Buena,1
969,RIO ZAMORA,-3.25769202,-78.46099206,P2,2019//07/16,2019//07/16,22.8,7.3,9.33,112,0.82,0.08,1.33,9.15,71,73.25,Buena,1
970,RIO INDANZA,-3.25769202,-78.46099206,P1,2019//07/17,2019//07/17,21.8,6.8,9.45,82,0.92,0.31,1.73,10.15,51,66.89,Regular,2
971,RIO INDANZA,-3.057216343,-78.35724514,P2,2019//07/22,2019//07/22,21.8,6.8,9.17,92,0.12,0.22,1.5,11.25,41,70.51,Buena,1
972,RIO ZAMORA,-3.142794444,-78.41257068,P1,2019//07/23,2019//07/23,22.8,7.7,9.27,93,0.9,0.01,1.1,10.75,61,74.37,Buena,1
973,RIO ZAMORA,-3.25769202,-78.46099206,P2,2019//10/12,2019//10/12,21.8,7.6,9.17,102,0.1,0.04,1.2,11.25,72,74.22,Buena,1
974,RIO INDANZA,-3.25769202,-78.46099206,P1,2019//10/13,2019//10/13,21.8,7.7,9.07,110,0.42,0.07,1.3,12.5,64,71.69,Buena,1
975,RIO INDANZA,-3.057216343,-78.35724514,P2,2019//11/16,2019//11/16,23.8,6.8,9.07,115,0.22,0.13,0.75,11.6,55,71.09,Buena,1
976,RIO ZAMORA,-3.142794444,-78.41257068,P1,2019//11/17,2019//11/17,22.8,6.8,9.17,99,0.22,0.2,0.96,10.6,67,71.04,Buena,1
977,RIO ZAMORA,-3.25769202,-78.46099206,P2,2020//02/10,2020//02/10,21.8,6.8,9.37,87,0.11,0.01,1.2,10.6,78,73.94,Buena,1
978,RIO INDANZA,-3.25769202,-78.46099206,P1,2020//02/11,2020//02/11,19.7,7.2,9.8,87,0.12,0.03,0.71,11.8,87,73.2,Buena,1
979,RIO INDANZA,-3.057216343,-78.35724514,P2,2020//03/20,2020//03/20,20.7,6.6,9.18,77,0.3,0.06,0.7,10.2,90,72.54,Buena,1
980,RIO ZAMORA,-3.142794444,-78.41257068,P1,2020//03/21,2020//03/21,20.7,6.6,9.28,87,0.33,0.07,0.9,10.9,43,71.2,Buena,1
981,RIO ZAMORA,-3.25769202,-78.46099206,P2,2020//06/15,2020//06/15,23.7,7.6,9.18,97,0.3,0.4,0.7,11.34,89,68.02,Regular,2
982,RIO INDANZA,-3.25769202,-78.46099206,P1,2020//06/16,2020//06/16,22.7,7.6,9.18,117,0.3,0.29,0.88,12.25,65,67.21,Regular,2
983,RIO INDANZA,-3.057216343,-78.35724514,P2,2020//06/24,2020//06/24,22.7,7.8,9.28,127,0.63,0.02,0.95,9.33,45,71.38,Buena,1
984,RIO ZAMORA,-3.142794444,-78.41257068,P1,2020//06/15,2020//06/15,21.7,6.7,9.38,117,0.73,0.07,1.4,8.77,79,73.93,Buena,1
985,RIO ZAMORA,-3.25769202,-78.46099206,P2,2020//07/16,2020//07/16,20.7,7,9.38,118,0.83,0.09,1.3,9.12,76,72.94,Buena,1
986,RIO INDANZA,-3.25769202,-78.46099206,P1,2020//07/17,2020//07/17,20.7,6.9,9.48,88,0.91,0.3,1.5,10.12,43,67.48,Regular,2
987,RIO INDANZA,-3.057216343,-78.35724514,P2,2020//07/22,2020//07/22,21.7,6.9,9.18,98,0.12,0.29,1.6,11.22,32,69.52,Regular,2
988,RIO ZAMORA,-3.142794444,-78.41257068,P1,2020//07/23,2020//07/23,23.7,7.2,9.22,97,0.92,0.02,1.2,10.74,32,74.75,Buena,1
989,RIO ZAMORA,-3.25769202,-78.46099206,P2,2020//10/12,2020//10/12,19.7,7.4,9.11,10,0.12,0.01,1.2,11.24,34,76.28,Buena,1
990,RIO INDANZA,-3.25769202,-78.46099206,P1,2020//10/13,2020//10/13,22.7,7.1,9.07,110,0.42,0.04,1.1,12.2,63,74.19,Buena,1
991,RIO INDANZA,-3.057216343,-78.35724514,P2,2020//11/16,2020//11/16,21.7,6.8,9.03,115,0.22,0.16,0.79,11.8,74,70.66,Buena,1
992,RIO ZAMORA,-3.142794444,-78.41257068,P1,2020//11/17,2020//11/17,21.7,6.7,9.1,99,0.22,0.22,0.99,10.6,52,69.7,Regular,2
993,RIO ZAMORA,-3.25769202,-78.46099206,P2,2021//02/10,2021//02/10,23.7,6.9,9.3,87,0.12,0.08,1.8,10.5,85,73.7,Buena,1
994,RIO INDANZA,-3.25769202,-78.46099206,P1,2021//02/11,2021//02/11,19.6,7.3,9.42,81,0.11,0.02,0.78,11.7,75,73.53,Buena,1
995,RIO INDANZA,-3.057216343,-78.35724514,P2,2021//03/20,2021//03/20,19.6,6.9,9.14,71,0.24,0.08,0.78,10.8,54,73.06,Buena,1
996,RIO ZAMORA,-3.142794444,-78.41257068,P1,2021//03/21,2021//03/21,19.6,6.9,9.24,81,0.34,0.07,0.95,10.9,97,73.69,Buena,1
997,RIO ZAMORA,-3.25769202,-78.46099206,P2,2021//06/15,2021//06/15,20.6,7.6,9.14,91,0.44,0.6,0.4,11.1,76,64.92,Regular,2
998,RIO INDANZA,-3.25769202,-78.46099206,P1,2021//06/16,2021//06/16,20.6,7.5,9.14,111,0.54,0.25,0.89,12.22,75,68.6,Regular,2
999,RIO INDANZA,-3.057216343,-78.35724514,P2,2021//06/24,2021//06/24,21.6,7,9.24,122,0.64,0.04,0.9,9.32,54,76.72,Buena,1
1000,RIO ZAMORA,-3.142794444,-78.41257068,P1,2021//06/15,2021//06/15,21.6,6.9,9.37,112,0.74,0.03,1,8.72,97,73.46,Buena,1
1001,RIO ZAMORA,-3.25769202,-78.46099206,P2,2021//07/16,2021//07/16,22.6,7,9.34,112,0.84,0.02,1,9.15,98,73.31,Buena,1
1002,RIO INDANZA,-3.25769202,-78.46099206,P1,2021//07/17,2021//07/17,21.6,6.9,9.43,82,0.84,0.1,1.4,10.15,76,71.09,Buena,1
1003,RIO INDANZA,-3.057216343,-78.35724514,P2,2021//07/22,2021//07/22,22.6,6.9,9.13,96,0.16,0.21,1.3,11.25,65,70,Buena,1
1004,RIO ZAMORA,-3.142794444,-78.41257068,P1,2021//07/23,2021//07/23,22.6,7.3,9.24,96,0.96,0.04,1.2,10.75,54,72.86,Buena,1
1005,RIO ZAMORA,-3.25769202,-78.46099206,P2,2021//10/12,2021//10/12,19.6,7.4,9.14,106,0.18,0.02,1.2,11.25,68,74.94,Buena,1
1006,RIO INDANZA,-3.25769202,-78.46099206,P1,2021//10/13,2021//10/13,19.6,7.1,9.04,116,0.48,0.01,1.4,12.5,45,72.67,Buena,1
1007,RIO INDANZA,-3.057216343,-78.35724514,P2,2021//11/16,2021//11/16,19.6,6.8,9.02,118,0.28,0.12,0.77,11.81,78,72.15,Buena,1
1008,RIO ZAMORA,-3.142794444,-78.41257068,P1,2021//11/17,2021//11/17,21.6,6.7,9.14,98,0.29,0.22,0.93,10.5,45,69.54,Regular,2
1009,RIO ZAMORA,-3.25769202,-78.46099206,P2,2022//02/10,2022//02/10,21.6,6.8,9.34,87,0.12,0.02,1.5,10.5,78,73.49,Buena,1
1010,RIO INDANZA,-3.25769202,-78.46099206,P1,2022//02/11,2022//02/11,21.5,7.6,9.16,85,0.13,0.05,0.76,11.45,54,73.42,Buena,1
1011,RIO INDANZA,-3.057216343,-78.35724514,P2,2022//03/20,2022//03/20,19.5,6.9,9.12,5,0.25,0.01,0.79,10.22,45,75.08,Buena,1
1012,RIO ZAMORA,-3.142794444,-78.41257068,P1,2022//03/21,2022//03/21,19.5,6.9,9.23,85,0.36,0.02,0.98,10.91,67,61.24,Regular,2
1013,RIO ZAMORA,-3.25769202,-78.46099206,P2,2022//06/15,2022//06/15,20.5,7.9,9.12,97,0.47,0.3,0.7,11.34,87,67.98,Regular,2
1014,RIO INDANZA,-3.25769202,-78.46099206,P1,2022//06/16,2022//06/16,20.4,7.9,9.19,112,0.58,0.24,0.89,12.29,45,67.84,Regular,2
1015,RIO INDANZA,-3.057216343,-78.35724514,P2,2022//06/24,2022//06/24,21.4,7.6,9.27,123,0.67,0.04,0.93,9.31,76,75.49,Buena,1
1016,RIO ZAMORA,-3.142794444,-78.41257068,P1,2022//06/15,2022//06/15,21.4,6.3,9.37,140,0.76,0.01,1.1,8.78,45,71.78,Buena,1
1017,RIO ZAMORA,-3.25769202,-78.46099206,P2,2022//07/16,2022//07/16,22.4,7,9.37,127,0.83,0.02,1.3,9.11,79,75.16,Buena,1
1018,RIO INDANZA,-3.25769202,-78.46099206,P1,2022//07/17,2022//07/17,21.4,6.9,9.47,87,0.92,0.34,1.7,10.12,80,66.44,Regular,2
1019,RIO INDANZA,-3.057216343,-78.35724514,P2,2022//07/22,2022//07/22,22.4,6.8,9.14,90,0.34,0.23,1.5,11.22,90,68.87,Regular,2
1020,RIO ZAMORA,-3.142794444,-78.41257068,P1,2022//07/23,2022//07/23,22.4,7,9.24,93,0.93,0.02,1.3,10.74,78,72.19,Buena,1
1021,RIO ZAMORA,-3.25769202,-78.46099206,P2,2022//10/12,2022//10/12,19.4,7.4,9.14,102,0.13,0.06,1.1,11.21,79,73.54,Buena,1
1022,RIO INDANZA,-3.25769202,-78.46099206,P1,2022//10/13,2022//10/13,19.4,7.1,9.01,110,0.4,0.03,1.2,12.24,69,72.41,Buena,1
1023,RIO INDANZA,-3.057216343,-78.35724514,P2,2022//11/16,2022//11/16,19.4,6.9,9.07,115,0.2,0.13,0.77,11.84,59,71.43,Buena,1
1024,RIO ZAMORA,-3.142794444,-78.41257068,P1,2022//11/17,2022//11/17,21.4,6.9,9.17,99,0.23,0.23,0.99,10.64,69,70.66,Buena,1
1025,RIO ZAMORA,-3.25769202,-78.46099206,P2,2023//02/10,2023//02/10,21.4,7.1,9.37,87,0.13,0.03,1.2,10.54,80,74.46,Buena,1
1026,RIO INDANZA,-3.25769202,-78.46099206,P1,2023//02/11,2023//02/11,19.8,7.6,9.65,56,0.19,0.03,0.78,11.8,45,73.26,Buena,1
1027,RIO INDANZA,-3.057216343,-78.35724514,P2,2023//03/20,2023//03/20,20.8,7,9.19,76,0.22,0.06,0.88,10.2,22,75.38,Buena,1
1028,RIO ZAMORA,-3.142794444,-78.41257068,P1,2023//03/21,2023//03/21,20.8,7.2,9.27,83,0.33,0.07,0.99,10.9,33,76.24,Buena,1
1029,RIO ZAMORA,-3.25769202,-78.46099206,P2,2018//01/06,2018//01/06,23.8,7.1,9.11,92,0.41,0.4,0.7,11.34,36,68.35,Regular,2
1030,RIO LUSHIN,-1.660546405,-78.04723563,P1,2018//05/15,2018//05/15,19.16,6.9,7.8,47.35,0.98,0.03,0.86,11.06,39,45.83,Mala,3
1031,RIO LUSHIN,-1.660546405,-78.04723563,P1,2018//09/25,2018//09/25,19.17,6.9,8.62,47.36,0.98,0.4,0.85,11.23,39,46.64,Mala,3
1032,RIO LUSHIN,-1.660546405,-78.04723563,P1,2019//02/13,2019//02/13,19.26,6.9,8.62,47.37,0.78,0.47,0.8,11.45,40,46.74,Mala,3
1033,RIO LUSHIN,-1.660546405,-78.04723563,P1,2019//07/21,2019//07/21,20.83,7.12,8.34,47.38,0.81,0.56,0.83,11.56,43,46.82,Mala,3
1034,RIO LUSHIN,-1.660546405,-78.04723563,P1,2019//12/07,2019//12/07,19.53,7.13,8.35,47.39,0.86,0.86,0.91,11.76,46,46.51,Mala,3
1035,RIO LUSHIN,-1.660546405,-78.04723563,P1,2020//01/11,2020//01/11,19.7,7.21,8.62,47.4,0.94,0.35,0.91,11.98,48,46.46,Mala,3
1036,RIO LUSHIN,-1.660546405,-78.04723563,P1,2020//06/12,2020//06/12,20.26,7.32,7.93,48.09,0.97,0.96,0.97,12.02,51,46.81,Mala,3
1037,RIO LUSHIN,-1.660546405,-78.04723563,P1,2020//12/13,2020//12/13,20.63,7.23,7.82,47.98,0.99,0.63,0.98,12.83,54,45.31,Mala,3
1038,RIO LUSHIN,-1.660546405,-78.04723563,P1,2021//01/18,2021//01/18,19.98,7.34,7.83,48.48,0.83,0.67,0.92,12.56,56,45.56,Mala,3
1039,RIO LUSHIN,-1.660546405,-78.04723563,P1,2021//06/02,2021//06/02,19.26,7.42,8.41,49.72,0.91,0.98,0.83,12.83,57,45.66,Mala,3
1040,RIO LUSHIN,-1.660546405,-78.04723563,P1,2021//12/10,2021//12/10,20.63,7.5,9.62,50.82,0.93,0.59,0.98,12.56,61,45.74,Mala,3
1041,RIO LUSHIN,-1.660546405,-78.04723563,P1,2022//01/19,2022//01/19,19.36,7.23,8.62,50.38,1.12,0.59,1.23,12.96,63,45.2,Mala,3
1042,RIO LUSHIN,-1.660546405,-78.04723563,P1,2022//06/14,2022//06/14,19.63,7.43,9.97,51.83,1.07,0.78,1.23,12.84,65,45.21,Mala,3
1043,RIO LUSHIN,-1.660546405,-78.04723563,P1,2022//12/08,2022//12/08,19.36,7.34,8.92,51.64,1.23,0.46,1.03,12.82,66,45.19,Mala,3
1044,RIO LUSHIN,-1.660546405,-78.04723563,P1,2023//05/12,2023//05/12,20.65,7.54,9.21,51.93,1.78,0.59,1.39,12.65,70,44.43,Mala,3
1045,RIO LUSHIN,-1.660546405,-78.04723563,P1,2018//01/09,2018//01/09,21.03,7.34,9.76,51.98,1..87,0.73,1.95,12.91,72,43.84,Mala,3
1046,RIO LUSHIN,-1.663767552,-78.06836736,P2,2018//06/18,2018//06/18,19.83,6.9,7.74,50.7,0.63,0.73,1.83,11.93,74,45.12,Mala,3
1047,RIO LUSHIN,-1.663767552,-78.06836736,P2,2018//12/01,2018//12/01,18.72,6.93,7.45,47.74,0.82,0.73,0.73,11.83,76,44.54,Mala,3
1048,RIO LUSHIN,-1.663767552,-78.06836736,P2,2019//01/22,2019//01/22,19.5,6.72,7.93,46.92,0.93,0.83,0.83,11.83,78,44.67,Mala,3
1049,RIO LUSHIN,-1.663767552,-78.06836736,P2,2019//06/03,2019//06/03,19.83,6.83,8.94,46.4,0.92,0.83,0.98,11.89,80,45.25,Mala,3
1050,RIO LUSHIN,-1.663767552,-78.06836736,P2,2019//12/02,2019//12/02,18.93,7.1,8.83,46.92,0.82,0.73,0.92,11.83,81,45.73,Mala,3
1051,RIO LUSHIN,-1.663767552,-78.06836736,P2,2020//01/08,2020//01/08,19.9,7.2,8.72,45.82,0.83,0.78,0.96,11.83,82,45.58,Mala,3
1052,RIO LUSHIN,-1.663767552,-78.06836736,P2,2020//06/19,2020//06/19,18.9,7.3,8.63,48.8,0.98,0.82,0.98,12.94,84,44.94,Mala,3
1053,RIO LUSHIN,-1.663767552,-78.06836736,P2,2020//12/09,2020//12/09,19.3,7.2,8.84,50.4,0.97,0.73,0.83,12.84,85,45.05,Mala,3
1054,RIO LUSHIN,-1.663767552,-78.06836736,P2,2021//01/25,2021//01/25,19.93,7.2,8.388,51,0.83,0.63,0.93,11.93,86,45.51,Mala,3
1055,RIO LUSHIN,-1.663767552,-78.06836736,P2,2021//06/26,2021//06/26,20.4,6.9,8.43,48,0.87,0.873,1.56,"12,765",88,44.21,Mala,3
1056,RIO LUSHIN,-1.663767552,-78.06836736,P2,2021//12/27,2021//12/27,21.4,6.87,8.43,52.5,0.86,0.98,1.54,11.5,89,45.33,Mala,3
1057,RIO LUSHIN,-1.663767552,-78.06836736,P2,2022//01/28,2022//01/28,20.4,7.3,8.53,53.4,0.84,0.83,1.39,12.58,90,45.21,Mala,3
1058,RIO LUSHIN,-1.663767552,-78.06836736,P2,2022//06/29,2022//06/29,19.4,7.3,8.48,53.92,0.894,0.84,1.02,12.4,91,45.13,Mala,3
1059,RIO LUSHIN,-1.663767552,-78.06836736,P2,2022//12/30,2022//12/30,19.83,6.8,8.3,52.3,0.95,0.97,1.93,11.93,93,44.65,Mala,3
1060,RIO LUSHIN,-1.663767552,-78.06836736,P2,2023//05/07,2023//05/07,20.4,7.2,8.17,53.92,0.93,0.93,1.93,12.84,94,44.73,Mala,3
1061,RIO LUSHIN,-1.663767552,-78.06836736,P2,2018//01/06,2018//01/06,21.83,7.2,8.92,54.92,1.03,0.08,1.35,12.87,94,44.74,Mala,3
1062,RIO SANGAY ,-1.850845814,-78.04615643,P1,2018//05/15,2018//05/15,19.7,6.9,6.98,47.35,2.98,0.03,0.89,11.06,189,40.82,Mala,3
1063,RIO SANGAY ,-1.850845814,-78.04615643,P1,2018//10/23,2018//10/23,20.6,6.9,6.74,47.36,2.99,0.4,0.89,11.23,203,40.48,Mala,3
1064,RIO SANGAY ,-1.850845814,-78.04615643,P1,2019//02/13,2019//02/13,19.6,6.9,7.54,48.8,3.23,0.47,0.99,11.45,214,40.89,Mala,3
1065,RIO SANGAY ,-1.850845814,-78.04615643,P1,2019//07/21,2019//07/21,21.83,7.12,7.93,50.53,3.45,0.56,1.63,11.56,234,41.38,Mala,3
1066,RIO SANGAY ,-1.850845814,-78.04615643,P1,2019//12/07,2019//12/07,19.53,7.13,8.35,51.2,3.56,0.86,1.85,11.76,235,41.19,Mala,3
1067,RIO SANGAY ,-1.850845814,-78.04615643,P1,2020//01/11,2020//01/11,19.9,7.21,8.62,51.3,3.57,0.35,1.91,11.98,257,41.11,Mala,3
1068,RIO SANGAY ,-1.850845814,-78.04615643,P1,2020//06/12,2020//06/12,20.26,7.32,7.93,51.45,3.76,0.96,1.83,12.02,300,40.47,Mala,3
1069,RIO SANGAY ,-1.850845814,-78.04615643,P1,2020//12/13,2020//12/13,20.63,7.23,7.82,52.78,3.78,0.63,1.89,12.83,501,39.21,Mala,3
1070,RIO SANGAY ,-1.850845814,-78.04615643,P1,2021//01/18,2021//01/18,19.98,7.34,7.83,53.7,3.99,0.67,1.99,12.56,526,39.08,Mala,3
1071,RIO SANGAY ,-1.850845814,-78.04615643,P1,2021//06/02,2021//06/02,19.97,7.42,8.41,54.7,3.94,0.98,2.01,12.83,589,39.14,Mala,3
1072,RIO SANGAY ,-1.850845814,-78.04615643,P1,2021//12/03,2021//12/03,20.63,7.5,8.9,54.87,3.98,0.59,2.12,12.56,691,39.14,Mala,3
1073,RIO SANGAY ,-1.850845814,-78.04615643,P1,2022//01/19,2022//01/19,19.76,7.23,8.62,55.1,4,0.59,2.56,12.96,752,38.61,Mala,3
1074,RIO SANGAY ,-1.850845814,-78.04615643,P1,2022//06/14,2022//06/14,19.63,7.43,7.89,55.6,4.67,0.78,2.84,12.84,798,37.88,Mala,3
1075,RIO SANGAY ,-1.850845814,-78.04615643,P1,2022//12/08,2022//12/08,19.54,7.34,8.23,57.1,4.87,0.46,3.4,12.87,892,37.71,Mala,3
1076,RIO SANGAY ,-1.850845814,-78.04615643,P1,2023//05/12,2023//05/12,20.65,7.54,8.54,57.2,4.9,0.59,3.56,12.65,982,37.79,Mala,3
1077,RIO SANGAY ,-1.850845814,-78.04615643,P1,2018//01/09,2018//01/09,21.03,7.34,8.99,61.58,5.8,0.73,3.62,12.91,985,37.18,Mala,3
1078,RIO SANGAY ,-1.851462835,-78.03750459,P2,2018//06/18,2018//06/18,19.7,6.9,7.74,45.86,2.46,0.73,4.72,11.93,502,39.59,Mala,3
1079,RIO SANGAY ,-1.851462835,-78.03750459,P2,2018//12/01,2018//12/01,19.98,6.9,7.45,47.74,2.75,0.73,2.93,11.87,534,39.22,Mala,3
1080,RIO SANGAY ,-1.851462835,-78.03750459,P2,2019//01/22,2019//01/22,21.4,6.9,7.93,46.92,2.85,0.83,2.87,11.83,598,39.51,Mala,3
1081,RIO SANGAY ,-1.851462835,-78.03750459,P2,2019//06/03,2019//06/03,20.83,7.12,8.94,46.4,2.36,0.83,2.98,11.89,603,40.21,Mala,3
1082,RIO SANGAY ,-1.851462835,-78.03750459,P2,2019//12/02,2019//12/02,19.53,7.13,8.83,46.92,2.78,0.73,2.56,11.46,616,40.13,Mala,3
1083,RIO SANGAY ,-1.851462835,-78.03750459,P2,2020//01/08,2020//01/08,21.7,7.21,8.72,45.82,2.99,0.78,2.99,11.83,698,39.72,Mala,3
1084,RIO SANGAY ,-1.851462835,-78.03750459,P2,2020//06/19,2020//06/19,20.26,7.32,8.63,48.8,3.2,0.82,3.01,12.94,703,39.12,Mala,3
1085,RIO SANGAY ,-1.851462835,-78.03750459,P2,2020//12/09,2020//12/09,20.63,7.23,8.84,50.4,3.4,0.73,3.9,12.84,726,39.03,Mala,3
1086,RIO SANGAY ,-1.851462835,-78.03750459,P2,2021//01/25,2021//01/25,19.98,7.34,8.38,51,3.6,0.63,3.71,11.93,789,39,Mala,3
